File,SW20,Location,Used4Training,ClassSegment1,ClassSegment2,ClassSegment3,ClassSegment4,ClassSegment5,ClassSegment6,ClassSegment7,ClassSegment8,ClassSegment9,ClassSegment10,ClassSegment11,ClassSegment12,ClassSegment13,ClassSegment14,ClassSegment15,ClassSegment16,ClassSegment17,ClassSegment18,ClassSegment19,ClassSegment20,ClassSegment21,ClassSegment22,ClassSegment23,ClassSegment24,ClassSegment25,ClassSegment26,ClassSegment27,ClassSegment28,ClassSegment29,ClassSegment30,ClassSegment31,ClassSegment32,ClassSegment33,ClassSegment34,ClassSegment35,ClassSegment36,ClassSegment37,ClassSegment38,ClassSegment39,ClassSegment40,ClassSegment41,ClassSegment42,ClassSegment43,ClassSegment44,ClassSegment45,ClassSegment46,ClassSegment47,ClassSegment48
20160721_190002_2870.wav,0,CdM,1,0.009,0.0271,0.5031,0.0034,0.2675,0.0463,0.0,0.1274,0.268,0.1457,0.0356,0.1155,0.7056,0.028,0.1236,0.3154,0.034,0.0,0.1215,0.0034,0.0037,0.1167,0.2464,0.2491,0.0006,0.1255,0.0234,0.1486,0.0559,0.0031,0.0652,0.0011,0.033,0.0175,0.0042,0.004,0.0224,0.0078,0.0995,0.112,0.0011,0.0032,0.0001,0.0131,0.0125,0.0024,0.0268,0.0042
20160721_230002_2878.wav,1,CdM,1,0.2691,0.476,0.516,0.2969,0.4456,0.1585,0.5297,0.8132,0.4189,0.3905,0.3729,0.1693,0.6716,0.537,0.341,0.5002,0.1317,0.2095,0.1271,0.056,0.2059,0.0088,0.0757,0.4943,0.722,0.2362,0.6745,0.7871,0.7421,0.8595,0.6643,0.7414,0.2239,0.3381,0.2716,0.393,0.0503,0.7173,0.4593,0.2887,0.2989,0.2932,0.5835,0.1908,0.0466,0.0507,0.5186,0.0285
20160722_043002_2889.wav,0,CdM,1,0.039,0.3468,0.5127,0.4957,0.0765,0.3759,0.6218,0.0698,0.0226,0.5602,0.1253,0.1586,0.2665,0.8553,0.2539,0.1208,0.3719,0.2627,0.4982,0.2738,0.1387,0.0717,0.3476,0.0526,0.0712,0.1418,0.0388,0.1221,0.1371,0.0461,0.0728,0.2251,0.0951,0.1091,0.0947,0.1511,0.4927,0.0336,0.3537,0.3715,0.402,0.3704,0.6083,0.2384,0.2275,0.2144,0.0152,0.0262
20160723_000002_2928.wav,0,CdM,1,0.0211,0.072,0.1271,0.0871,0.0102,0.1247,0.0143,0.0111,0.0398,0.0199,0.0284,0.1161,0.1265,0.0167,0.0099,0.0271,0.085,0.0081,0.0718,0.0546,0.0275,0.0351,0.1577,0.2092,0.0181,0.0063,0.1887,0.0121,0.1001,0.009,0.0346,0.0048,0.0135,0.0218,0.0152,0.0666,0.4878,0.0265,0.3117,0.2887,0.2779,0.0598,0.001,0.014,0.0385,0.0964,0.0433,0.0527
20160723_070002_2942.wav,0,CdM,1,0.3547,0.0492,0.023,0.0276,0.0055,0.2242,0.0565,0.2806,0.113,0.4185,0.5058,0.3871,0.0112,0.0412,0.1603,0.1713,0.2326,0.007,0.0471,0.8121,0.0148,0.0059,0.516,0.0301,0.0215,0.0401,0.0217,0.0418,0.0435,0.0038,0.0476,0.0993,0.0569,0.0617,0.0607,0.0125,0.0205,0.0241,0.2526,0.6288,0.0086,0.1781,0.0014,0.0365,0.0104,0.0547,0.0171,0.013
20160723_083002_2945.wav,0,CdM,0,0.0737,0.481,0.0273,0.0821,0.0072,0.0501,0.2796,0.0028,0.04,0.0275,0.0618,0.0496,0.022,0.0084,0.1926,0.1525,0.2267,0.0386,0.0093,0.2283,0.2145,0.1553,0.4261,0.1205,0.0098,0.0879,0.0536,0.2566,0.1539,0.0334,0.1976,0.0636,0.027,0.1215,0.0733,0.1197,0.3458,0.0147,0.3198,0.0913,0.0233,0.1635,0.0106,0.6082,0.0868,0.268,0.0654,0.2797
20160723_203002_2969.wav,0,CdM,0,0.1044,0.0078,0.2991,0.0004,0.0,0.0051,0.1798,0.1587,0.0602,0.0735,0.0354,0.0587,0.2857,0.0258,0.0533,0.1905,0.1866,0.1712,0.2012,0.0171,0.1988,0.1024,0.0566,0.1276,0.1134,0.0016,0.0371,0.2578,0.392,0.0205,0.0072,0.0098,0.0088,0.1789,0.0003,0.0131,0.0268,0.0732,0.0508,0.0725,0.1806,0.1247,0.5352,0.0813,0.0626,0.1349,0.2433,0.1136
20160723_220002_2972.wav,0,CdM,1,0.0758,0.3055,0.2525,0.0493,0.0592,0.2335,0.2999,0.1059,0.1471,0.3073,0.1934,0.0947,0.0524,0.2034,0.4192,0.82,0.346,0.5338,0.3124,0.3296,0.1372,0.1686,0.327,0.32,0.2989,0.3077,0.5852,0.4312,0.1236,0.4076,0.2959,0.6229,0.712,0.3333,0.2368,0.4016,0.1572,0.173,0.0467,0.4815,0.3633,0.4505,0.5149,0.3306,0.826,0.4078,0.4878,0.33
20160724_163002_3009.wav,0,CdM,0,0.6832,0.2219,0.3072,0.0721,0.2935,0.5845,0.272,0.625,0.2103,0.2885,0.3657,0.6087,0.2939,0.5276,0.4254,0.0572,0.2536,0.1747,0.4325,0.3117,0.2466,0.475,0.5771,0.1427,0.1363,0.3519,0.2477,0.2153,0.7629,0.833,0.7005,0.5341,0.287,0.2564,0.3844,0.3097,0.2241,0.2556,0.1796,0.2235,0.2649,0.2621,0.3872,0.318,0.8375,0.2548,0.3143,0.4284
20160724_210001_3018.wav,0,CdM,1,0.0441,0.075,0.1784,0.1144,0.0649,0.1486,0.0678,0.0617,0.0656,0.1885,0.0748,0.3171,0.0799,0.1097,0.0875,0.0939,0.0631,0.0443,0.0486,0.2853,0.045,0.2228,0.0478,0.1074,0.0194,0.4147,0.1251,0.5986,0.0611,0.0935,0.0869,0.0723,0.1226,0.108,0.0555,0.0317,0.0744,0.0954,0.0472,0.0486,0.0698,0.0616,0.0321,0.0479,0.0397,0.3601,0.1537,0.3562
20160727_000001_3120.wav,0,CdM,0,0.001,0.0438,0.9333,0.1081,0.0661,0.1705,0.197,0.0823,0.1151,0.1452,0.0497,0.314,0.6753,0.0853,0.0143,0.0176,0.0088,0.2719,0.1731,0.048,0.1872,0.0151,0.1116,0.1362,0.0228,0.0158,0.0237,0.0674,0.1126,0.069,0.2914,0.1094,0.1643,0.0985,0.1498,0.0293,0.1341,0.0212,0.0327,0.1912,0.0999,0.4278,0.1098,0.3499,0.2519,0.0583,0.0001,0.1835
20160727_050002_3130.wav,0,CdM,1,0.4438,0.05,0.5824,0.0132,0.2378,0.459,0.2841,0.0169,0.0121,0.0313,0.5433,0.133,0.0399,0.006,0.1781,0.0208,0.5365,0.2651,0.1119,0.5936,0.014,0.3729,0.0221,0.0196,0.0195,0.0715,0.018,0.0094,0.0186,0.0156,0.0228,0.353,0.1326,0.1709,0.5748,0.2359,0.2381,0.2408,0.3846,0.4437,0.2205,0.0503,0.017,0.3573,0.4954,0.2782,0.2412,0.0379
20160727_070002_3134.wav,0,CdM,1,0.0866,0.0432,0.0541,0.0746,0.0105,0.0802,0.1032,0.0261,0.0601,0.102,0.0555,0.0557,0.0492,0.0099,0.1209,0.039,0.055,0.0737,0.0472,0.0436,0.1322,0.0803,0.0446,0.1065,0.0527,0.0779,0.0938,0.0282,0.0844,0.0345,0.1246,0.1832,0.1595,0.0445,0.0656,0.1124,0.0811,0.0576,0.0757,0.1486,0.1134,0.0591,0.0536,0.0356,0.0935,0.2068,0.0762,0.0653
20160728_113002_3191.wav,0,CdM,0,0.1814,0.2521,0.3567,0.0703,0.5435,0.1561,0.017,0.0424,0.1324,0.014,0.0385,0.206,0.6096,0.4512,0.3369,0.6315,0.1087,0.4421,0.1129,0.2143,0.0188,0.1763,0.8588,0.4955,0.0019,0.1465,0.458,0.5766,0.3556,0.5112,0.6028,0.717,0.4979,0.4037,0.4049,0.5095,0.5405,0.2749,0.6526,0.3719,0.3494,0.6864,0.4966,0.1767,0.9655,0.094,0.942,0.3026
20160728_163001_3201.wav,0,CdM,1,0.0151,0.0084,0.1029,0.0956,0.5299,0.1552,0.0092,0.0381,0.045,0.031,0.0458,0.0099,0.0923,0.5557,0.1637,0.3546,0.07,0.3627,0.2806,0.0372,0.0634,0.0622,0.0264,0.0849,0.0527,0.1304,0.0301,0.0425,0.0066,0.0481,0.0708,0.0196,0.0376,0.0284,0.0352,0.076,0.5998,0.0199,0.0467,0.0114,0.0535,0.0089,0.0528,0.0243,0.2424,0.0636,0.0928,0.0367
20160728_173002_3203.wav,0,CdM,1,0.0393,0.0969,0.1441,0.163,0.1044,0.1375,0.1449,0.1501,0.0639,0.2012,0.0391,0.2252,0.1159,0.0692,0.1422,0.0552,0.0926,0.1103,0.0866,0.0525,0.0998,0.1279,0.0493,0.1087,0.2096,0.0744,0.0256,0.1936,0.1913,0.2845,0.0902,0.0706,0.0087,0.0439,0.269,0.1008,0.0537,0.1974,0.099,0.1096,0.003,0.1115,0.022,0.0264,0.0254,0.1119,0.0037,0.0767
20160729_210001_3258.wav,0,CdM,0,0.0355,0.0744,0.4114,0.0442,0.0999,0.2286,0.1667,0.2434,0.3726,0.131,0.2221,0.3149,0.2073,0.365,0.1208,0.1368,0.1264,0.0467,0.1254,0.1361,0.0302,0.1902,0.0677,0.0858,0.1201,0.0855,0.0514,0.0795,0.1385,0.2666,0.164,0.1923,0.3593,0.1921,0.1139,0.1172,0.0615,0.1087,0.1703,0.1798,0.2803,0.1418,0.0996,0.1429,0.1656,0.3748,0.172,0.0901
20160730_020002_3268.wav,0,CdM,1,0.5512,0.3703,0.3343,0.0861,0.3763,0.3225,0.382,0.6267,0.2929,0.4928,0.5966,0.2584,0.2365,0.4117,0.3362,0.3136,0.4807,0.2326,0.4335,0.1053,0.6376,0.1075,0.0912,0.4318,0.6127,0.2704,0.1053,0.3065,0.1714,0.3875,0.0141,0.1529,0.0614,0.0259,0.409,0.4605,0.4285,0.1669,0.0746,0.0836,0.3154,0.0465,0.0207,0.1016,0.1505,0.0078,0.2825,0.0584
20160730_073002_3279.wav,0,CdM,0,0.0087,0.0349,0.0396,0.063,0.0368,0.0257,0.0374,0.0631,0.0439,0.0267,0.1906,0.0284,0.0564,0.0291,0.0454,0.0292,0.0299,0.0142,0.0366,0.0534,0.0326,0.0097,0.0422,0.0919,0.0284,0.0425,0.003,0.0048,0.1535,0.0188,0.0201,0.0017,0.1306,0.0169,0.0429,0.0387,0.0497,0.0368,0.0217,0.0444,0.1414,0.0346,0.0325,0.1119,0.1068,0.4861,0.1177,0.4689
20160730_153002_3295.wav,0,CdM,1,0.006,0.0069,0.1023,0.0188,0.0393,0.027,0.0248,0.0373,0.0507,0.0316,0.0463,0.2397,0.0297,0.2996,0.0207,0.1552,0.0129,0.0265,0.0793,0.0244,0.0205,0.0546,0.9487,0.0594,0.0523,0.012,0.0048,0.0451,0.3111,0.2078,0.0053,0.0062,0.0081,0.0063,0.0194,0.0496,0.0148,0.2223,0.019,0.0104,0.0585,0.0076,0.018,0.0363,0.0255,0.1194,0.0083,0.0161
20160731_023001_3317.wav,0,CdM,1,0.2998,0.0079,0.0274,0.0758,0.0295,0.1707,0.038,0.0277,0.3293,0.1978,0.0364,0.0169,0.0296,0.6688,0.0517,0.086,0.0272,0.0336,0.3061,0.2009,0.0373,0.0121,0.0099,0.1076,0.0199,0.1122,0.0241,0.1308,0.2096,0.0287,0.1755,0.1345,0.0154,0.0116,0.0753,0.2457,0.0712,0.2438,0.1895,0.625,0.0042,0.2197,0.0923,0.0175,0.0812,0.0128,0.0143,0.0263
20160731_123002_3337.wav,0,CdM,1,0.0294,0.0207,0.0203,0.0223,0.0711,0.0702,0.0809,0.0493,0.0065,0.3326,0.0625,0.1526,0.0308,0.0084,0.3481,0.011,0.0743,0.0055,0.0686,0.0191,0.0331,0.0259,0.0136,0.1057,0.1907,0.0269,0.0191,0.0245,0.0136,0.0491,0.0052,0.0601,0.0324,0.0108,0.0304,0.172,0.3317,0.149,0.0404,0.0045,0.1197,0.0139,0.0519,0.0458,0.0048,0.0113,0.0792,0.0336
20160801_023002_3365.wav,0,CdM,1,0.016,0.0608,0.0105,0.0656,0.0115,0.1189,0.0472,0.0177,0.0051,0.023,0.5138,0.1361,0.2389,0.0265,0.0152,0.2621,0.0152,0.1213,0.0329,0.0049,0.0329,0.0132,0.0847,0.0354,0.147,0.0105,0.0242,0.0289,0.0084,0.0307,0.066,0.0339,0.0176,0.1109,0.0951,0.0168,0.6544,0.0776,0.0139,0.027,0.0295,0.0252,0.0333,0.0092,0.0178,0.0221,0.0994,0.0492
20160801_050002_3370.wav,0,CdM,1,0.0766,0.0825,0.0091,0.3671,0.0562,0.0179,0.2389,0.1624,0.0755,0.0343,0.1806,0.0204,0.1904,0.0091,0.1319,0.0386,0.2418,0.1522,0.1551,0.0173,0.1194,0.0243,0.0225,0.1021,0.1453,0.0709,0.1352,0.0284,0.0313,0.0489,0.0142,0.0878,0.0501,0.0139,0.1536,0.0012,0.1952,0.0357,0.1078,0.0072,0.0394,0.0788,0.412,0.4236,0.1273,0.0096,0.0294,0.2143
20160801_153002_3391.wav,0,CdM,0,0.065,0.0579,0.0579,0.0879,0.2224,0.0881,0.1214,0.1478,0.0991,0.0743,0.0424,0.1256,0.0807,0.0938,0.1574,0.07,0.052,0.0793,0.0687,0.0845,0.0804,0.1366,0.2184,0.1727,0.2683,0.0762,0.0631,0.1131,0.0586,0.099,0.0724,0.0724,0.0641,0.0765,0.0521,0.0644,0.113,0.2274,0.112,0.0642,0.1077,0.0782,0.052,0.1515,0.0944,0.0363,0.05,0.089
20160802_050002_3418.wav,0,CdM,1,0.9142,0.6724,0.9689,0.9709,0.9743,0.7575,0.4652,0.4126,0.2196,0.8867,0.3307,0.7544,0.5467,0.3912,0.7065,0.0854,0.0119,0.0256,0.9067,0.0213,0.7205,0.9929,0.0717,0.92,0.9703,0.3793,0.5845,0.752,0.7636,0.9715,0.7597,0.9373,0.9215,0.7825,0.734,0.8318,0.9122,0.8889,0.9028,0.7472,0.6477,0.9286,0.7237,0.6159,0.8621,0.9688,0.9094,0.913
20160802_080002_3424.wav,0,CdM,1,0.5223,0.0105,0.0089,0.0538,0.1525,0.017,0.0665,0.0187,0.0068,0.0189,0.0499,0.1202,0.0101,0.2262,0.0511,0.0882,0.017,0.0704,0.0167,0.0395,0.0489,0.1213,0.0692,0.1742,0.1247,0.0713,0.1914,0.1228,0.06,0.0181,0.2062,0.0167,0.0108,0.1054,0.0372,0.0182,0.1092,0.6795,0.2214,0.0226,0.0457,0.0424,0.0635,0.3495,0.2415,0.2127,0.2825,0.0495
20160802_130002_3434.wav,0,CdM,0,0.0567,0.0293,0.0261,0.0771,0.1952,0.0405,0.093,0.012,0.5191,0.0343,0.0179,0.0239,0.0565,0.749,0.0254,0.0881,0.1761,0.0267,0.0166,0.0804,0.2434,0.2671,0.1852,0.053,0.0256,0.0314,0.023,0.1535,0.3228,0.1192,0.0982,0.1824,0.0888,0.2177,0.0764,0.1547,0.0285,0.0356,0.0288,0.0561,0.1792,0.0034,0.014,0.0783,0.0419,0.0138,0.0351,0.0384
20160802_133002_3435.wav,0,CdM,0,0.152,0.3487,0.0769,0.0285,0.1537,0.4877,0.0679,0.0441,0.0373,0.1848,0.0067,0.1371,0.177,0.1696,0.0576,0.2427,0.3038,0.6795,0.1295,0.0787,0.071,0.2738,0.3239,0.1787,0.0714,0.1333,0.1211,0.0303,0.0327,0.2535,0.3495,0.1594,0.0554,0.0304,0.375,0.2655,0.0756,0.2672,0.6162,0.6258,0.5918,0.6805,0.8101,0.9278,0.7602,0.5305,0.7104,0.094
20160803_070002_3470.wav,0,CdM,0,0.0269,0.0235,0.0408,0.0383,0.1833,0.0892,0.0176,0.0585,0.0241,0.0137,0.0233,0.1192,0.0201,0.0101,0.1268,0.0065,0.0529,0.0133,0.0214,0.0869,0.0172,0.0216,0.0553,0.0324,0.0136,0.118,0.0518,0.0179,0.046,0.0156,0.0657,0.0152,0.0853,0.09,0.0317,0.0308,0.0052,0.0149,0.0866,0.009,0.035,0.0151,0.1427,0.0753,0.1364,0.4577,0.1557,0.0207
20160803_143002_3485.wav,0,CdM,0,0.0528,0.0462,0.1501,0.0541,0.0393,0.0394,0.0273,0.0486,0.0348,0.0214,0.0392,0.0238,0.049,0.0532,0.0234,0.0267,0.0076,0.0227,0.1075,0.0097,0.0093,0.1406,0.0678,0.0222,0.0202,0.0626,0.0323,0.0154,0.0701,0.0656,0.0661,0.013,0.0045,0.0141,0.0995,0.062,0.0504,0.0591,0.0476,0.0249,0.3483,0.2203,0.0219,0.1182,0.0115,0.0334,0.1699,0.0187
20160804_020002_3508.wav,0,CdM,0,0.1549,0.0113,0.082,0.0694,0.0849,0.1277,0.1467,0.1557,0.0047,0.2037,0.0016,0.0881,0.0553,0.0014,0.0978,0.102,0.0997,0.3053,0.0242,0.0538,0.0457,0.0688,0.1109,0.0152,0.0044,0.2435,0.0,0.0754,0.0585,0.0522,0.0922,0.0417,0.0342,0.4362,0.1643,0.0138,0.0768,0.1182,0.0498,0.0081,0.2146,0.1396,0.1346,0.0091,0.033,0.1644,0.2057,0.127
20160804_030001_3510.wav,0,CdM,1,0.1933,0.5854,0.0143,0.2518,0.0951,0.1868,0.3001,0.0322,0.0076,0.4019,0.095,0.0189,0.3961,0.2859,0.0923,0.1636,0.0876,0.134,0.0672,0.3128,0.0061,0.357,0.1384,0.1356,0.0166,0.0316,0.2721,0.1778,0.0363,0.0776,0.046,0.0193,0.1195,0.1753,0.2357,0.0945,0.2105,0.0225,0.1218,0.0073,0.1086,0.0718,0.0157,0.1339,0.1751,0.0484,0.2263,0.1326
20160804_040003_3512.wav,0,CdM,1,0.1881,0.6696,0.2599,0.0309,0.1472,0.4491,0.0845,0.0871,0.1236,0.017,0.0353,0.0133,0.0076,0.575,0.6641,0.2443,0.014,0.2477,0.2838,0.0224,0.1764,0.0479,0.419,0.1405,0.1405,0.4451,0.1023,0.1171,0.0168,0.0875,0.2738,0.0433,0.2155,0.1473,0.1973,0.433,0.0173,0.0476,0.4135,0.7182,0.5796,0.2787,0.4331,0.7289,0.1809,0.0855,0.144,0.1263
20160804_063002_3517.wav,1,CdM,0,0.0958,0.0076,0.0111,0.023,0.7591,0.822,0.8464,0.8563,0.0401,0.0934,0.1005,0.0169,0.0078,0.0522,0.0236,0.0796,0.0912,0.1428,0.0042,0.0618,0.0334,0.0117,0.0405,0.0433,0.028,0.0326,0.0417,0.0917,0.0092,0.0084,0.0522,0.0196,0.1161,0.0241,0.0503,0.0053,0.0414,0.0391,0.0209,0.0313,0.0076,0.0158,0.0251,0.0183,0.2005,0.0122,0.0096,0.0344
20160804_170001_3538.wav,0,CdM,0,0.0053,0.0221,0.0093,0.0106,0.0378,0.0357,0.0081,0.0536,0.0219,0.1555,0.0269,0.0102,0.0282,0.1646,0.0148,0.0279,0.0416,0.0175,0.0531,0.0425,0.0361,0.0167,0.045,0.0205,0.0141,0.0295,0.027,0.2062,0.3527,0.0483,0.0158,0.0091,0.0159,0.0701,0.0168,0.0069,0.0089,0.0471,0.0068,0.0074,0.0172,0.0302,0.0136,0.0044,0.0303,0.0223,0.0343,0.0123
20160804_210002_3546.wav,0,CdM,1,0.3269,0.0707,0.0613,0.0702,0.0428,0.057,0.0703,0.1755,0.113,0.1279,0.153,0.0555,0.016,0.0457,0.1911,0.0702,0.0114,0.0604,0.1828,0.2279,0.0158,0.1078,0.0241,0.159,0.0279,0.053,0.0618,0.1763,0.4067,0.1428,0.0833,0.0834,0.0953,0.0414,0.0446,0.0802,0.0698,0.0445,0.0245,0.176,0.0629,0.0385,0.0543,0.0401,0.0633,0.0722,0.1563,0.0736
20160805_003002_3553.wav,1,CdM,0,0.2266,0.0285,0.0131,0.0782,0.1171,0.1151,0.113,0.0991,0.1488,0.0991,0.104,0.0219,0.122,0.0693,0.0349,0.0993,0.3601,0.0286,0.0862,0.069,0.1222,0.1758,0.6879,0.7357,0.633,0.6985,0.6243,0.2418,0.1076,0.0662,0.1054,0.1718,0.0195,0.4636,0.1036,0.5643,0.26,0.0794,0.0799,0.1218,0.0515,0.0871,0.3921,0.1389,0.1158,0.097,0.3451,0.3762
20160805_010002_3554.wav,0,CdM,1,0.1733,0.0584,0.1285,0.2017,0.1888,0.1795,0.5479,0.066,0.1534,0.1077,0.1753,0.1035,0.1435,0.1016,0.1933,0.2745,0.0619,0.038,0.0161,0.0375,0.0616,0.0294,0.1062,0.0239,0.0657,0.1336,0.3279,0.0957,0.404,0.5605,0.1396,0.0959,0.05,0.1044,0.073,0.0619,0.5757,0.1812,0.2139,0.1752,0.1564,0.057,0.0786,0.6762,0.2867,0.1417,0.1048,0.0931
20160805_140002_3580.wav,0,CdM,1,0.0077,0.0448,0.1057,0.0158,0.0106,0.0084,0.0217,0.0125,0.0231,0.0539,0.127,0.0241,0.0825,0.055,0.0118,0.0346,0.047,0.0585,0.03,0.0368,0.0101,0.0621,0.0156,0.0388,0.0111,0.0134,0.0214,0.1041,0.006,0.0716,0.0142,0.046,0.0312,0.1736,0.0115,0.0255,0.0397,0.0597,0.0191,0.0844,0.0293,0.0332,0.0547,0.048,0.0364,0.0112,0.2765,0.0063
20160806_080002_3616.wav,0,CdM,1,0.0486,0.0904,0.0749,0.0361,0.0855,0.0382,0.012,0.0505,0.0209,0.1237,0.0696,0.0187,0.0609,0.0397,0.1944,0.0479,0.0043,0.0456,0.0711,0.0104,0.0153,0.0425,0.0123,0.09,0.0133,0.0285,0.017,0.108,0.0406,0.1028,0.1441,0.1276,0.2411,0.2036,0.6474,0.2166,0.3561,0.0539,0.5567,0.1616,0.0178,0.209,0.2397,0.036,0.0383,0.0074,0.7746,0.0089
20160806_083002_3617.wav,0,CdM,0,0.0332,0.0589,0.0578,0.0065,0.0044,0.0185,0.0699,0.0477,0.0137,0.0103,0.0077,0.0121,0.0137,0.0202,0.0536,0.052,0.2005,0.0087,0.004,0.0134,0.0613,0.0874,0.0411,0.0342,0.0105,0.1034,0.1259,0.0827,0.0128,0.1844,0.0836,0.1862,0.0091,0.0259,0.022,0.0641,0.0111,0.3635,0.3887,0.0546,0.0566,0.0851,0.2844,0.0051,0.1569,0.1369,0.006,0.1347
20160806_133002_3627.wav,1,CdM,0,0.5091,0.2199,0.5191,0.4076,0.1317,0.0824,0.2205,0.4099,0.3604,0.4244,0.2965,0.7751,0.1074,0.355,0.1201,0.3327,0.3391,0.1591,0.9253,0.8342,0.6638,0.0962,0.2565,0.9722,0.3791,0.7313,0.0876,0.2367,0.1636,0.2082,0.1413,0.6566,0.1809,0.115,0.244,0.1157,0.1823,0.0594,0.1912,0.1574,0.0503,0.1032,0.3965,0.3018,0.0403,0.0392,0.0087,0.1546
20160806_200002_3640.wav,0,CdM,1,0.2904,0.1755,0.0558,0.1037,0.0706,0.256,0.1115,0.041,0.1821,0.0425,0.0457,0.0163,0.1912,0.022,0.0635,0.1214,0.067,0.0991,0.0677,0.0129,0.0531,0.0517,0.0639,0.1079,0.0194,0.156,0.0592,0.1108,0.0693,0.3537,0.0526,0.1078,0.0523,0.0609,0.2182,0.1135,0.1007,0.0432,0.1552,0.0626,0.06,0.0455,0.0941,0.0522,0.0474,0.0283,0.2342,0.1766
20160807_213002_3691.wav,0,CdM,1,0.0088,0.0001,0.0588,0.039,0.0265,0.001,0.0247,0.0336,0.0248,0.1714,0.0866,0.0487,0.1253,0.2087,0.1256,0.0458,0.0539,0.0797,0.0262,0.1567,0.0972,0.0488,0.0898,0.0972,0.0704,0.0602,0.0866,0.037,0.0504,0.0024,0.1489,0.0665,0.0371,0.0452,0.0757,0.1284,0.0602,0.1067,0.0402,0.0095,0.2374,0.0473,0.0735,0.0515,0.0018,0.0197,0.0072,0.0107
20160808_050003_3706.wav,0,CdM,1,0.0874,0.0635,0.0126,0.0475,0.0996,0.0472,0.108,0.0498,0.0474,0.0068,0.0862,0.1569,0.0587,0.0192,0.0974,0.0003,0.1637,0.0103,0.157,0.6559,0.0228,0.0401,0.0243,0.0691,0.032,0.0919,0.0604,0.0084,0.0361,0.0069,0.0171,0.0404,0.0339,0.0471,0.0722,0.0094,0.0364,0.0565,0.0195,0.0469,0.0042,0.0465,0.0521,0.0773,0.0466,0.0349,0.0078,0.0178
20160808_080002_3712.wav,0,CdM,1,0.0188,0.0442,0.2277,0.2161,0.0241,0.1485,0.1909,0.2373,0.0992,0.2481,0.171,0.0138,0.0261,0.0196,0.0359,0.0044,0.0042,0.0092,0.0162,0.0065,0.0865,0.0936,0.0505,0.0549,0.0195,0.1258,0.1441,0.1663,0.1109,0.0663,0.0061,0.0158,0.0426,0.0154,0.0218,0.0117,0.0262,0.0473,0.006,0.5238,0.5164,0.258,0.0054,0.0209,0.0119,0.1875,0.4297,0.0377
20160808_110002_3718.wav,0,CdM,1,0.0201,0.0272,0.0846,0.004,0.0106,0.0243,0.025,0.0285,0.0095,0.0147,0.015,0.0204,0.3906,0.0271,0.0207,0.0367,0.0087,0.0053,0.0861,0.0528,0.143,0.0157,0.0357,0.0163,0.2886,0.2947,0.075,0.3751,0.0285,0.036,0.033,0.073,0.0236,0.0101,0.055,0.0177,0.0115,0.0101,0.0384,0.0127,0.0126,0.0324,0.0066,0.009,0.035,0.0602,0.0106,0.0233
20160808_193002_3735.wav,0,CdM,1,0.0993,0.173,0.026,0.0005,0.0259,0.0002,0.074,0.0924,0.1686,0.0314,0.1538,0.0001,0.0894,0.0256,0.0809,0.0808,0.0807,0.1191,0.1831,0.1154,0.0529,0.0722,0.0711,0.0389,0.073,0.0746,0.0001,0.0019,0.0168,0.01,0.018,0.225,0.1083,0.0241,0.0463,0.0515,0.0937,0.0799,0.1202,0.21,0.0573,0.0334,0.0545,0.0755,0.0094,0.1545,0.0924,0.0384
20160809_183002_3781.wav,0,CdM,1,0.0101,0.5221,0.0993,0.1183,0.1971,0.2845,0.2354,0.5613,0.1017,0.2826,0.2276,0.01,0.3205,0.2827,0.8488,0.3342,0.8044,0.3135,0.7906,0.7329,0.2919,0.5518,0.0834,0.0581,0.1275,0.1267,0.1116,0.0661,0.3432,0.8804,0.9198,0.1559,0.142,0.9468,0.1682,0.7619,0.1869,0.7674,0.3727,0.3191,0.3346,0.3156,0.0312,0.3052,0.2349,0.465,0.5055,0.4736
20160809_213001_3787.wav,0,CdM,0,0.4048,0.0681,0.192,0.1687,0.0724,0.4216,0.3666,0.1249,0.1857,0.1367,0.342,0.4328,0.153,0.2913,0.2842,0.387,0.3206,0.0714,0.0125,0.2801,0.3449,0.2112,0.1813,0.3083,0.0788,0.0752,0.1807,0.1349,0.1359,0.0303,0.0367,0.3,0.17,0.0415,0.3438,0.0873,0.4445,0.2839,0.1974,0.2359,0.3064,0.5999,0.2978,0.2557,0.1674,0.1747,0.4302,0.3066
20160810_230002_3838.wav,0,CdM,1,0.0493,0.0213,0.0296,0.0179,0.0347,0.2675,0.0666,0.0437,0.0822,0.0433,0.1904,0.0237,0.1057,0.0951,0.0535,0.0574,0.0785,0.1252,0.054,0.0393,0.0212,0.0428,0.1277,0.038,0.0587,0.1177,0.063,0.0879,0.0949,0.0345,0.0469,0.0463,0.1291,0.1021,0.0216,0.0693,0.0537,0.0171,0.1079,0.0381,0.0181,0.0682,0.0871,0.0376,0.1008,0.1075,0.1434,0.0844
20160811_053002_3851.wav,0,CdM,1,0.0265,0.0548,0.0092,0.1026,0.0342,0.1591,0.1252,0.2182,0.0504,0.1798,0.2067,0.0332,0.1477,0.1566,0.002,0.0691,0.0027,0.0338,0.174,0.0621,0.0615,0.2741,0.0957,0.0989,0.2117,0.6538,0.1904,0.0145,0.0773,0.0696,0.1444,0.1003,0.033,0.2456,0.1241,0.0407,0.1121,0.1752,0.1398,0.0581,0.1022,0.0257,0.1628,0.0589,0.0269,0.0515,0.1105,0.0496
